Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:DRAM Bound:Memory Bandwidth(%),Memory Bound:DRAM Bound:Memory Latency(%),Memory Bound:DRAM Bound:Memory Latency:NUMA: % of Remote Accesses(%),Memory Bound:DRAM Bound:Memory Latency:Local DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote DRAM(%),Memory Bound:DRAM Bound:Memory Latency:Remote Cache(%),Memory Bound:Persistent Memory Bound(%),Memory Bound:Persistent Memory Bound:Local Persistent Memory(%),Memory Bound:Persistent Memory Bound:Remote Persistent Memory(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"ripples::AddRRRSet<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>, trng::lcg64, ripples::independent_cascade_tag>",40199.100928,80.7,0.7,16.8,3.0,24.0,62.4,32.7,71.0,5.2,20.9,2.8,37.7,20.9,56.6,10454393622400,3632688977400,127128898400,15961117200,41022871400,15961117200,37102597000,9380656600,61.781985,imm,"void ripples::AddRRRSet<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>, trng::lcg64, ripples::independent_cascade_tag>(ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>> const&, ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::vertex_type, trng::lcg64&, std::vector<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::vertex_type, libmemkind::static_kind::allocator<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::vertex_type>>&, ripples::independent_cascade_tag&&)",stl_vector.h,0xaeaf
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::neighbors",11309.380183,94.0,0.0,1.1,5.8,36.8,19.4,78.3,65.7,14.4,41.8,2.3,52.1,42.8,98.4,619238576600,140004200,54743831800,8680607600,16241136800,6440450800,12740891800,1540107800,291.134503,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::neighbors(unsigned int) const",graph.h,0x1320e
"std::__move_merge<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",3010.944823,23.5,12.0,1.7,0.4,0.4,7.1,21.7,100.0,0.0,2.7,0.0,0.0,0.0,0.0,2497674928000,1237077111200,140009800,0,140009800,0,0,0,8.315074,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>> std::__move_merge<unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(unsigned int*, unsigned int*, unsigned int*, unsigned int*, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xfc57
"std::vector<unsigned int, std::allocator<unsigned int>>::push_back",2655.054780,34.6,1.2,0.0,6.0,27.2,45.2,36.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,194465833800,1680050400,0,0,0,0,0,840058800,7.253308,imm,"std::vector<unsigned int, std::allocator<unsigned int>>::push_back(unsigned int const&)",stl_vector.h,0x131d1
"ripples::CountOccurrencies<__gnu_cxx::__normal_iterator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>*, std::vector<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>, std::allocator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>._omp_fn.13",2121.611952,91.6,1.2,87.6,0.0,2.9,73.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799423982000,398451953200,140009800,0,0,0,0,0,55.709337,imm,"ripples::CountOccurrencies<__gnu_cxx::__normal_iterator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>*, std::vector<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>, std::allocator<std::vector<unsigned int, libmemkind::static_kind::allocator<unsigned int>>>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>._omp_fn.13",counting.h,0xd3a0
__memmove_avx_unaligned_erms,1481.349813,84.5,33.8,0.1,0.0,50.0,51.3,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124883746400,78262347800,0,0,0,0,0,0,56.970803,libc-2.29.so,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x189080
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",1110.293258,9.6,10.0,0.4,0.2,0.0,10.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,510315309000,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xfad8
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++",931.302270,11.6,14.2,0.2,0.1,0.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,761762852200,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator++(void)",stl_iterator.h,0xfaf5
trng::lcg64::step,869.590257,20.8,3.9,5.1,1.9,6.0,42.2,29.4,0.0,0.0,0.0,4.8,0.0,0.0,0.0,1628808862800,700861025200,0,0,0,0,0,420029400,7.228389,imm,trng::lcg64::step(void),lcg64.hpp,0x13253
"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::addin",817.553432,9.0,0.0,5.0,1.1,1.7,39.3,35.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0,0,0,0,0,0,0,140009800,0.0,imm,"trng::utility::u01xx_traits<float, (unsigned long)1, trng::lcg64>::addin(trng::lcg64&)",uniformxx.hpp,0x13253
