Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Memory Bound:Persistent Memory Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Local Persistent Memory Access Count,LLC Miss Count:Remote Persistent Memory Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"ripples::AddRRRSet<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>, trng::lcg64, ripples::independent_cascade_tag>",94763.848457,92.0,0.0,28.2,3.5,20.7,1.8,38.6,10229966889800,3606928204600,132869300200,8960627200,34722430400,10920764400,36402548000,4200294000,105.239286,imm,"void ripples::AddRRRSet<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>, trng::lcg64, ripples::independent_cascade_tag>(ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>> const&, ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::vertex_type, trng::lcg64&, std::vector<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::vertex_type, libmemkind::static_kind::allocator<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::vertex_type>>&, ripples::independent_cascade_tag&&)",stl_vector.h,0xae64
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::neighbors",25371.422549,96.4,1.6,0.3,7.2,13.7,0.0,75.3,594877845800,0,42282959600,2940205800,4340303800,6580460600,13860970200,140009800,411.899614,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::neighbors(unsigned int) const",graph.h,0x1202e
"std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>",5572.844348,41.9,10.6,0.0,1.0,39.4,1.4,0.0,0,0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>> std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xe53f
std::swap<unsigned int>,4784.692715,37.0,13.5,21.0,0.9,3.7,5.1,0.0,1466543995000,1128433852000,0,0,0,0,0,0,7.849315,imm,"std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned int>>, std::is_move_constructible<unsigned int>, std::is_move_assignable<unsigned int>>::value, void>::type std::swap<unsigned int>(unsigned int&, unsigned int&)",move.h,0xe542
"__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",4051.888198,83.0,10.7,64.7,1.9,5.9,0.0,0.0,1121293637800,0,0,0,0,0,0,0,13.095849,imm,"bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0xe548
"std::vector<unsigned int, std::allocator<unsigned int>>::push_back",2860.835716,50.2,2.9,0.0,5.4,33.9,10.4,0.0,141544246200,2100063000,0,0,0,0,0,1260088200,7.066845,imm,"std::vector<unsigned int, std::allocator<unsigned int>>::push_back(unsigned int const&)",stl_vector.h,0x11ff6
"__gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>",1889.210577,82.0,0.4,54.1,1.5,27.0,0.0,0.0,273428202600,0,0,0,0,0,0,0,7.484087,imm,"bool __gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>>(unsigned int&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>) const",predefined_ops.h,0x121ec
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::Neighborhood::Neighborhood",1846.501779,98.7,0.0,1.9,4.6,94.4,0.0,0.0,420012600,0,0,0,0,0,0,280019600,7.025974,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>::Neighborhood::Neighborhood(ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)",graph.h,0x12039
trng::lcg64::step,1693.970360,60.6,0.0,0.4,7.2,45.9,12.2,0.0,1449323478400,628618858000,0,0,0,0,0,140009800,7.170732,imm,trng::lcg64::step(void),lcg64.hpp,0x12073
"libmemkind::static_kind::allocator<unsigned int>::construct<unsigned int, unsigned int&>",1677.191904,98.7,7.3,1.0,1.5,0.0,1.5,88.2,38081142400,35001050000,3080215600,0,0,700049000,980068600,0,597.628571,imm,"void libmemkind::static_kind::allocator<unsigned int>::construct<unsigned int, unsigned int&>(unsigned int*, unsigned int&&&) const",memkind_allocator.h,0xe8d0
